species	accession	chromosome	busco_odb12_complete_count	chromosome_size_b
Eudasyphora_cyanicolor	GCA_963930755.1	OZ005736.1	927	293424451
Eudasyphora_cyanicolor	GCA_963930755.1	OZ005737.1	840	290278928
Eudasyphora_cyanicolor	GCA_963930755.1	OZ005738.1	964	201161247
Eumerus_sabulonum	GCA_951905685.1	OX645060.1	1200	249646644
Eumerus_sabulonum	GCA_951905685.1	OX645061.1	964	123574484
Eumerus_sabulonum	GCA_951905685.1	OX645062.1	910	122317759
Eumerus_sabulonum	GCA_951905685.1	OX645063.1	886	107742426
Eumerus_sabulonum	GCA_951905685.1	OX645064.1	846	96357283
Eumerus_sabulonum	GCA_951905685.1	OX645065.1	33	8307889
Eupeodes_corollae	GCF_945859685.1	NC_079147.1	2128	311186714
Eupeodes_corollae	GCF_945859685.1	NC_079148.1	1446	158619773
Eupeodes_corollae	GCF_945859685.1	NC_079149.1	1294	139491442
Eupeodes_corollae	GCF_945859685.1	NC_079150.1	61	7123402
Eupeodes_latifasciatus	GCA_920104205.1	OV049924.1	2103	410988561
Eupeodes_latifasciatus	GCA_920104205.1	OV049925.1	1295	157645281
Eupeodes_latifasciatus	GCA_920104205.1	OV049926.1	1442	189435894
Eupeodes_latifasciatus	GCA_920104205.1	OV049927.1	54	60440373
Eupeodes_luniger	GCA_951509635.1	OX608073.1	2121	319955300
Eupeodes_luniger	GCA_951509635.1	OX608074.1	1446	145829827
Eupeodes_luniger	GCA_951509635.1	OX608075.1	1299	131323115
Eupeodes_luniger	GCA_951509635.1	OX608076.1	60	17515715
Eustalomyia_histrio	GCA_949748255.1	OX456523.1	1276	249786838
Eustalomyia_histrio	GCA_949748255.1	OX456524.1	922	162789338
Eustalomyia_histrio	GCA_949748255.1	OX456525.1	919	156857283
Eustalomyia_histrio	GCA_949748255.1	OX456526.1	840	154969685
Eustalomyia_histrio	GCA_949748255.1	OX456527.1	952	129770906
Eustalomyia_histrio	GCA_949748255.1	OX456528.1	18	13255808
Eutolmus_rufibarbis	GCA_963920795.1	OY987204.1	860	62831622
Eutolmus_rufibarbis	GCA_963920795.1	OY987205.1	1015	58235579
Eutolmus_rufibarbis	GCA_963920795.1	OY987206.1	838	49615980
Eutolmus_rufibarbis	GCA_963920795.1	OY987207.1	784	45988340
Eutolmus_rufibarbis	GCA_963920795.1	OY987208.1	701	33971911
Eutolmus_rufibarbis	GCA_963920795.1	OY987209.1	540	30522217
Eutolmus_rufibarbis	GCA_963920795.1	OY987210.1	89	4744610
Ferdinandea_cuprea	GCA_963576555.1	OY754958.1	1826	173977452
Ferdinandea_cuprea	GCA_963576555.1	OY754959.1	1240	125208805
Ferdinandea_cuprea	GCA_963576555.1	OY754960.1	965	107203965
Ferdinandea_cuprea	GCA_963576555.1	OY754961.1	859	90595136
Ferdinandea_cuprea	GCA_963576555.1	OY754962.1	63	59624652
Geomyza_tripunctata	GCA_965234165.1	OZ247832.1	1830	106478403
Geomyza_tripunctata	GCA_965234165.1	OZ247833.1	2204	69927139
Geomyza_tripunctata	GCA_965234165.1	OZ247834.1	846	45733379
Germaria_angustata	GCA_963681545.1	OY812998.1	1284	141401349
Germaria_angustata	GCA_963681545.1	OY812999.1	851	115918640
Germaria_angustata	GCA_963681545.1	OY813000.1	962	100011560
Germaria_angustata	GCA_963681545.1	OY813001.1	917	99984324
Germaria_angustata	GCA_963681545.1	OY813002.1	950	97207535
Germaria_angustata	GCA_963681545.1	OY813003.1	18	22870262
Glossina_fuscipes_fuscipes	GCA_049640005.1	CM112867.1	772	55980067
Glossina_fuscipes_fuscipes	GCA_049640005.1	CM112868.1	850	59341537
Glossina_fuscipes_fuscipes	GCA_049640005.1	CM112869.1	901	60118938
Glossina_fuscipes_fuscipes	GCA_049640005.1	CM112870.1	687	47811298
Gymnocheta_viridis	GCA_956483585.1	OY101440.1	1229	148015352
Gymnocheta_viridis	GCA_956483585.1	OY101441.1	994	127733145
Gymnocheta_viridis	GCA_956483585.1	OY101442.1	1204	127568459
Gymnocheta_viridis	GCA_956483585.1	OY101443.1	890	91492178
Gymnocheta_viridis	GCA_956483585.1	OY101444.1	677	87673430
Gymnocheta_viridis	GCA_956483585.1	OY101445.1	14	6336960
Gymnosoma_rotundatum	GCA_916610165.2	OU744336.1	1290	182003241
Gymnosoma_rotundatum	GCA_916610165.2	OU744337.1	848	152504740
Gymnosoma_rotundatum	GCA_916610165.2	OU744338.1	964	137798182
Gymnosoma_rotundatum	GCA_916610165.2	OU744339.1	964	134049614
Gymnosoma_rotundatum	GCA_916610165.2	OU744340.1	917	132556942
Gymnosoma_rotundatum	GCA_916610165.2	OU744341.1	18	17344364
Hermetia_illucens	GCF_905115235.1	NC_051849.1	1010	222122703
Hermetia_illucens	GCF_905115235.1	NC_051850.1	909	191142057
Hermetia_illucens	GCF_905115235.1	NC_051851.1	806	180357958
Hermetia_illucens	GCF_905115235.1	NC_051852.1	838	173077783
Hermetia_illucens	GCF_905115235.1	NC_051853.1	568	116824456
Hermetia_illucens	GCF_905115235.1	NC_051854.1	637	103444952
Hermetia_illucens	GCF_905115235.1	NC_051855.1	95	15435017
Heteromyza_rotundicornis	GCA_951394025.1	OX596010.1	1873	95333730
Heteromyza_rotundicornis	GCA_951394025.1	OX596011.1	958	85643480
Heteromyza_rotundicornis	GCA_951394025.1	OX596012.1	1264	72648879
Heteromyza_rotundicornis	GCA_951394025.1	OX596013.1	839	64516187
Heteromyza_rotundicornis	GCA_951394025.1	OX596014.1	24	13209333
Heteromyza_rotundicornis	GCA_951394025.1	OX596015.1	0	1782692
Hirtodrosophila_cameraria	GCA_949708635.1	OX453089.1	2222	93358477
Hirtodrosophila_cameraria	GCA_949708635.1	OX453090.1	1675	82766246
Hirtodrosophila_cameraria	GCA_949708635.1	OX453091.1	989	31806066
Hirtodrosophila_cameraria	GCA_949708635.1	OX453092.1	20	3118642
Hybos_culiciformis	GCA_964007475.1	OZ023273.1	2050	152394966
Hybos_culiciformis	GCA_964007475.1	OZ023274.1	1734	106415713
Hybos_culiciformis	GCA_964007475.1	OZ023275.1	709	48246863
Hybos_culiciformis	GCA_964007475.1	OZ023276.1	36	3071984
Hybos_culiciformis	GCA_964007475.1	OZ023277.1	1	534678
Hydrotaea_cyrtoneurina	GCA_958296145.1	OY282512.1	1277	150892273
Hydrotaea_cyrtoneurina	GCA_958296145.1	OY282513.1	925	102446091
Hydrotaea_cyrtoneurina	GCA_958296145.1	OY282514.1	862	92963629
Hydrotaea_cyrtoneurina	GCA_958296145.1	OY282515.1	966	90057969
Hydrotaea_cyrtoneurina	GCA_958296145.1	OY282516.1	963	81795257
Hydrotaea_cyrtoneurina	GCA_958296145.1	OY282517.1	0	56041328
Hydrotaea_diabolus	GCA_963513945.1	OY740716.1	1277	276355679
Hydrotaea_diabolus	GCA_963513945.1	OY740717.1	856	217944636
Hydrotaea_diabolus	GCA_963513945.1	OY740718.1	917	197031954
Hydrotaea_diabolus	GCA_963513945.1	OY740719.1	966	189092013
Hydrotaea_diabolus	GCA_963513945.1	OY740720.1	958	158800112
Hydrotaea_diabolus	GCA_963513945.1	OY740721.1	1	17810547
Hydrotaea_diabolus	GCA_963513945.1	OY740722.1	0	14995672
Ilione_lineata	GCA_965234915.1	OZ249292.1	1221	298583118
Ilione_lineata	GCA_965234915.1	OZ249293.1	919	252948895
Ilione_lineata	GCA_965234915.1	OZ249294.1	794	243491341
Ilione_lineata	GCA_965234915.1	OZ249295.1	877	235936716
Ilione_lineata	GCA_965234915.1	OZ249296.1	959	198743950
Ilione_lineata	GCA_965234915.1	OZ249297.1	32	36303231
Leia_winthemii	GCA_965152755.1	OZ224354.1	1414	147189859
Leia_winthemii	GCA_965152755.1	OZ224355.1	1337	126491374
Leia_winthemii	GCA_965152755.1	OZ224356.1	1127	119059919
Leia_winthemii	GCA_965152755.1	OZ224357.1	544	52080034
Leia_winthemii	GCA_965152755.1	OZ224358.1	38	11628033
Leptarthrus_brevirostris	GCA_964036015.1	OZ038371.1	1197	232653355
Leptarthrus_brevirostris	GCA_964036015.1	OZ038372.1	1016	162872658
Leptarthrus_brevirostris	GCA_964036015.1	OZ038373.1	880	155120804
Leptarthrus_brevirostris	GCA_964036015.1	OZ038374.1	837	148829202
Leptarthrus_brevirostris	GCA_964036015.1	OZ038375.1	769	117461536
Leptarthrus_brevirostris	GCA_964036015.1	OZ038376.1	94	25786075
Leptogaster_cylindrica	GCA_963082835.1	OY720105.1	1310	51725364
Leptogaster_cylindrica	GCA_963082835.1	OY720106.1	1095	40019214
Leptogaster_cylindrica	GCA_963082835.1	OY720107.1	876	39823257
Leptogaster_cylindrica	GCA_963082835.1	OY720108.1	481	30330638
Leptogaster_cylindrica	GCA_963082835.1	OY720109.1	950	29318419
Leucophora_obtusa	GCA_949987735.1	OX465295.1	1273	373316775
Leucophora_obtusa	GCA_949987735.1	OX465296.1	954	242235330
Leucophora_obtusa	GCA_949987735.1	OX465297.1	922	230154751
Leucophora_obtusa	GCA_949987735.1	OX465298.1	843	215250610
Leucophora_obtusa	GCA_949987735.1	OX465299.1	949	193475527
Leucophora_obtusa	GCA_949987735.1	OX465300.1	18	22421030
Leucozona_laternaria	GCA_932273885.2	OW026366.1	1276	283143227
Leucozona_laternaria	GCA_932273885.2	OW026367.1	1444	134260815
Leucozona_laternaria	GCA_932273885.2	OW026368.1	1296	115525467
Leucozona_laternaria	GCA_932273885.2	OW026369.1	843	69176382
Leucozona_laternaria	GCA_932273885.2	OW026370.1	62	9571910
Linnaemya_tessellans	GCA_951800035.1	OX637532.1	1278	171573740
Linnaemya_tessellans	GCA_951800035.1	OX637533.1	844	139191111
Linnaemya_tessellans	GCA_951800035.1	OX637534.1	959	125158878
Linnaemya_tessellans	GCA_951800035.1	OX637535.1	963	119953258
Linnaemya_tessellans	GCA_951800035.1	OX637536.1	917	104166244
Linnaemya_tessellans	GCA_951800035.1	OX637537.1	14	39963063
Linnaemya_tessellans	GCA_951800035.1	OX637538.1	0	3380271
Linnaemya_vulpina	GCA_963675445.1	OY776276.1	843	119288928
Linnaemya_vulpina	GCA_963675445.1	OY776277.1	1285	117945718
Linnaemya_vulpina	GCA_963675445.1	OY776278.1	957	89037140
Linnaemya_vulpina	GCA_963675445.1	OY776279.1	966	84327958
Linnaemya_vulpina	GCA_963675445.1	OY776280.1	903	78445068
Linnaemya_vulpina	GCA_963675445.1	OY776281.1	13	52041823
Linnaemya_vulpina	GCA_963675445.1	OY776282.1	0	6255033
Liriomyza_trifolii	GCA_043165165.1	CM091645.1	683	39544513
Liriomyza_trifolii	GCA_043165165.1	CM091646.1	1210	23837900
Liriomyza_trifolii	GCA_043165165.1	CM091647.1	880	19316411
Liriomyza_trifolii	GCA_043165165.1	CM091648.1	870	18651598
Liriomyza_trifolii	GCA_043165165.1	CM091649.1	784	16262393
Lonchoptera_lutea	GCA_965234885.1	OZ249193.1	1178	52150753
Lonchoptera_lutea	GCA_965234885.1	OZ249194.1	961	43530752
Lonchoptera_lutea	GCA_965234885.1	OZ249195.1	944	40714510
Lonchoptera_lutea	GCA_965234885.1	OZ249196.1	733	39623735
Lonchoptera_lutea	GCA_965234885.1	OZ249197.1	857	40307282
Lonchoptera_lutea	GCA_965234885.1	OZ249198.1	60	11595190
Lucilia_cuprina	GCF_022045245.1	NC_060949.1	11	16485197
Lucilia_cuprina	GCF_022045245.1	NC_060950.1	780	71347931
Lucilia_cuprina	GCF_022045245.1	NC_060951.1	885	67696999
Lucilia_cuprina	GCF_022045245.1	NC_060952.1	1261	101762404
Lucilia_cuprina	GCF_022045245.1	NC_060953.1	939	71024062
Lucilia_cuprina	GCF_022045245.1	NC_060954.1	910	64449796
Lutzomyia_longipalpis	GCF_024334085.1	NC_074707.1	1765	51077213
Lutzomyia_longipalpis	GCF_024334085.1	NC_074708.1	1163	40620313
Lutzomyia_longipalpis	GCF_024334085.1	NC_074709.1	1109	31137733
Lutzomyia_longipalpis	GCF_024334085.1	NC_074710.1	694	25002758
Lypha_dubia	GCA_947311025.1	OX371260.1	1280	153019161
Lypha_dubia	GCA_947311025.1	OX371261.1	852	127018246
Lypha_dubia	GCA_947311025.1	OX371262.1	915	112609545
Lypha_dubia	GCA_947311025.1	OX371263.1	956	103422462
Lypha_dubia	GCA_947311025.1	OX371264.1	962	88828425
Lypha_dubia	GCA_947311025.1	OX371265.1	18	32360312
Machimus_atricapillus	GCA_933228815.1	OW121784.1	1619	83901797
Machimus_atricapillus	GCA_933228815.1	OW121786.1	1020	51479939
Machimus_atricapillus	GCA_933228815.1	OW121787.1	840	43257058
Machimus_atricapillus	GCA_933228815.1	OW121788.1	690	29817269
Machimus_atricapillus	GCA_933228815.1	OW121785.1	619	54569305
Machimus_atricapillus	GCA_933228815.1	OW121789.1	0	1823101
Machimus_rusticus	GCA_951509405.1	OX608049.1	1022	57890062
Machimus_rusticus	GCA_951509405.1	OX608050.1	834	51824156
Machimus_rusticus	GCA_951509405.1	OX608051.1	835	49085463
Machimus_rusticus	GCA_951509405.1	OX608052.1	783	43947951
Machimus_rusticus	GCA_951509405.1	OX608053.1	697	38711678
Machimus_rusticus	GCA_951509405.1	OX608054.1	561	23536207
Machimus_rusticus	GCA_951509405.1	OX608055.1	90	12413792
Machimus_rusticus	GCA_951509405.1	OX608056.1	0	2289058
Megamerina_dolium	GCA_963854835.1	OY978525.1	937	122546896
Megamerina_dolium	GCA_963854835.1	OY978526.1	1258	95192685
Megamerina_dolium	GCA_963854835.1	OY978527.1	919	74270313
Megamerina_dolium	GCA_963854835.1	OY978528.1	967	73083078
Megamerina_dolium	GCA_963854835.1	OY978529.1	852	72373397
Megamerina_dolium	GCA_963854835.1	OY978530.1	23	63020570
Megaselia_abdita	GCA_048544405.1	CM108649.1	1756	222469999
Megaselia_abdita	GCA_048544405.1	CM108650.1	1438	212802314
Megaselia_abdita	GCA_048544405.1	CM108651.1	1208	155577902
Meiosimyza_decipiens	GCA_963680825.1	OY804258.1	1902	148737065
Meiosimyza_decipiens	GCA_963680825.1	OY804259.1	1261	100646067
Meiosimyza_decipiens	GCA_963680825.1	OY804260.1	853	86244758
Meiosimyza_decipiens	GCA_963680825.1	OY804261.1	935	82400294
Meiosimyza_decipiens	GCA_963680825.1	OY804262.1	30	11748330
Meiosimyza_decipiens	GCA_963680825.1	OY804263.1	0	5241166
Meiosimyza_platycephala	GCA_963662105.1	OY759208.1	1898	139493685
Meiosimyza_platycephala	GCA_963662105.1	OY759209.1	1231	107587010
Meiosimyza_platycephala	GCA_963662105.1	OY759210.1	841	100639822
Meiosimyza_platycephala	GCA_963662105.1	OY759211.1	927	92430092
Meiosimyza_platycephala	GCA_963662105.1	OY759212.1	29	15722489
Melangyna_quadrimaculata	GCA_949320155.1	OX439483.1	2100	485851375
Melangyna_quadrimaculata	GCA_949320155.1	OX439484.1	1442	214862200
Melangyna_quadrimaculata	GCA_949320155.1	OX439485.1	1283	195361796
Melangyna_quadrimaculata	GCA_949320155.1	OX439486.1	59	39628022
Melangyna_quadrimaculata	GCA_949320155.1	OX439487.1	0	2877017
Melanophora_roralis	GCA_963583895.1	OY757187.1	1287	128135431
Melanophora_roralis	GCA_963583895.1	OY757188.1	846	112458213
Melanophora_roralis	GCA_963583895.1	OY757189.1	954	97632154
Melanophora_roralis	GCA_963583895.1	OY757190.1	921	97470011
Melanophora_roralis	GCA_963583895.1	OY757191.1	959	85810975
Melanophora_roralis	GCA_963583895.1	OY757192.1	15	37428009
Melanostoma_mellinum	GCA_914767635.1	OU612058.1	2024	265601162
Melanostoma_mellinum	GCA_914767635.1	OU612059.1	1641	235131548
Melanostoma_mellinum	GCA_914767635.1	OU612060.1	1139	204347527
Melanostoma_mellinum	GCA_914767635.1	OU612061.1	61	20894596
Melanostoma_mellinum	GCA_914767635.1	OU612062.1	0	1110762
Melanostoma_scalare	GCA_949752695.1	OX456984.1	2166	281865375
Melanostoma_scalare	GCA_949752695.1	OX456985.1	1498	241717587
Melanostoma_scalare	GCA_949752695.1	OX456986.1	1144	185741843
Melanostoma_scalare	GCA_949752695.1	OX456987.1	61	20671271
Melanostoma_scalare	GCA_949752695.1	OX456988.1	0	950000
Melieria_crassipennis	GCA_963668005.1	OY764961.1	2075	154610125
Melieria_crassipennis	GCA_963668005.1	OY764962.1	1865	125911761
Melieria_crassipennis	GCA_963668005.1	OY764963.1	960	115219565
Melieria_crassipennis	GCA_963668005.1	OY764964.1	11	8039937
Melieria_omissa	GCA_963971225.1	OZ020267.1	2067	155962363
Melieria_omissa	GCA_963971225.1	OZ020268.1	1880	127743786
Melieria_omissa	GCA_963971225.1	OZ020269.1	967	109512018
Melieria_omissa	GCA_963971225.1	OZ020270.1	25	79262348
Melieria_picta	GCA_964056695.1	OZ057398.1	2160	146348784
Melieria_picta	GCA_964056695.1	OZ057399.1	1809	134711152
Melieria_picta	GCA_964056695.1	OZ057400.1	962	124281980
Melieria_picta	GCA_964056695.1	OZ057401.1	15	12103310
Meliscaeva_auricollis	GCA_948107695.1	OX403616.1	1288	119641053
Meliscaeva_auricollis	GCA_948107695.1	OX403617.1	1447	96515288
Meliscaeva_auricollis	GCA_948107695.1	OX403618.1	1305	95783528
Meliscaeva_auricollis	GCA_948107695.1	OX403619.1	847	54712868
Meliscaeva_auricollis	GCA_948107695.1	OX403620.1	59	12404871
Meliscaeva_cinctella	GCA_965212275.1	OZ243324.1	1293	252050993
Meliscaeva_cinctella	GCA_965212275.1	OZ243325.1	1264	225988982
Meliscaeva_cinctella	GCA_965212275.1	OZ243326.1	1436	158431770
Meliscaeva_cinctella	GCA_965212275.1	OZ243327.1	839	99402156
Meliscaeva_cinctella	GCA_965212275.1	OZ243328.1	60	11750268
Merodon_equestris	GCA_958301585.1	OY284413.1	1219	262796939
Merodon_equestris	GCA_958301585.1	OY284414.1	950	142218515
Merodon_equestris	GCA_958301585.1	OY284415.1	912	129753689
Merodon_equestris	GCA_958301585.1	OY284416.1	885	127864911
Merodon_equestris	GCA_958301585.1	OY284417.1	851	123427599
Merodon_equestris	GCA_958301585.1	OY284418.1	61	20609253
Merzomyia_westermanni	GCA_949987695.1	OX465288.1	1229	210654766
Merzomyia_westermanni	GCA_949987695.1	OX465289.1	800	201957679
Merzomyia_westermanni	GCA_949987695.1	OX465290.1	924	160295369
Merzomyia_westermanni	GCA_949987695.1	OX465291.1	952	151486264
Merzomyia_westermanni	GCA_949987695.1	OX465292.1	6	140145031
Merzomyia_westermanni	GCA_949987695.1	OX465293.1	983	121242192
Metopia_argyrocephala	GCA_963576795.1	OY756208.1	1876	212818568
Metopia_argyrocephala	GCA_963576795.1	OY756209.1	1088	149280999
Metopia_argyrocephala	GCA_963576795.1	OY756210.1	965	127239272
Metopia_argyrocephala	GCA_963576795.1	OY756211.1	824	120508819
Metopia_argyrocephala	GCA_963576795.1	OY756212.1	18	15614173
Microchrysa_polita	GCA_949715475.1	OX454415.1	948	166737803
Microchrysa_polita	GCA_949715475.1	OX454416.1	925	150050298
Microchrysa_polita	GCA_949715475.1	OX454417.1	558	110221473
Microchrysa_polita	GCA_949715475.1	OX454418.1	652	108776257
Microchrysa_polita	GCA_949715475.1	OX454419.1	553	93496801
Microchrysa_polita	GCA_949715475.1	OX454420.1	638	89782999
Microchrysa_polita	GCA_949715475.1	OX454421.1	493	88423507
Microchrysa_polita	GCA_949715475.1	OX454422.1	80	26156287
Microdon_myrmicae	GCA_963931805.1	OZ007496.1	834	269143606
Microdon_myrmicae	GCA_963931805.1	OZ007497.1	877	261529156
Microdon_myrmicae	GCA_963931805.1	OZ007498.1	715	194795503
Microdon_myrmicae	GCA_963931805.1	OZ007499.1	613	167817041
Microdon_myrmicae	GCA_963931805.1	OZ007501.1	600	153374453
Microdon_myrmicae	GCA_963931805.1	OZ007502.1	544	135829569
Microdon_myrmicae	GCA_963931805.1	OZ007500.1	534	160934444
Microdon_myrmicae	GCA_963931805.1	OZ007503.1	0	7215058
Minettia_fasciata	GCA_965113145.1	OZ219514.1	1252	159069603
Minettia_fasciata	GCA_965113145.1	OZ219515.1	929	136374065
Minettia_fasciata	GCA_965113145.1	OZ219516.1	979	124064727
Minettia_fasciata	GCA_965113145.1	OZ219517.1	850	123563321
Minettia_fasciata	GCA_965113145.1	OZ219518.1	922	123395037
Minettia_fasciata	GCA_965113145.1	OZ219519.1	28	12787197
Muscina_levida	GCA_964034835.1	OZ035880.1	1273	193119566
Muscina_levida	GCA_964034835.1	OZ035881.1	847	165680787
Muscina_levida	GCA_964034835.1	OZ035882.1	927	153495895
Muscina_levida	GCA_964034835.1	OZ035883.1	963	152441829
Muscina_levida	GCA_964034835.1	OZ035884.1	973	119811724
Myathropa_florea	GCA_930367185.1	OV884002.1	1821	158176147
Myathropa_florea	GCA_930367185.1	OV884003.1	1357	132857545
Myathropa_florea	GCA_930367185.1	OV884004.1	1109	112919570
Myathropa_florea	GCA_930367185.1	OV884005.1	580	47143242
Myathropa_florea	GCA_930367185.1	OV884006.1	68	6512516
Myathropa_florea	GCA_930367185.1	OV884007.1	0	2196863
Myopa_tessellatipennis	GCA_943737955.2	OX031314.1	2129	74632285
Myopa_tessellatipennis	GCA_943737955.2	OX031315.1	930	65812558
Myopa_tessellatipennis	GCA_943737955.2	OX031317.1	992	46318963
Myopa_tessellatipennis	GCA_943737955.2	OX031316.1	826	62479659
Myopa_testacea	GCA_949629155.1	OX451345.1	2124	74748633
Myopa_testacea	GCA_949629155.1	OX451346.1	925	63215029
Myopa_testacea	GCA_949629155.1	OX451347.1	826	57321967
Myopa_testacea	GCA_949629155.1	OX451348.1	928	39529147
Myopa_testacea	GCA_949629155.1	OX451349.1	0	7933620
Nemopoda_nitidula	GCA_964194425.1	OZ077518.1	891	41398522
Nemopoda_nitidula	GCA_964194425.1	OZ077519.1	1242	35642823
Nemopoda_nitidula	GCA_964194425.1	OZ077520.1	959	29829044
Nemopoda_nitidula	GCA_964194425.1	OZ077521.1	858	29729049
Nemopoda_nitidula	GCA_964194425.1	OZ077522.1	905	29398435
Nemopoda_nitidula	GCA_964194425.1	OZ077523.1	27	11049583
Nemotelus_nigrinus	GCA_947369275.1	OX376372.1	1145	228165927
Nemotelus_nigrinus	GCA_947369275.1	OX376373.1	1678	217608999
Nemotelus_nigrinus	GCA_947369275.1	OX376374.1	1015	149273439
Nemotelus_nigrinus	GCA_947369275.1	OX376375.1	730	92825783
Nemotelus_nigrinus	GCA_947369275.1	OX376376.1	87	20698279
Nemotelus_pantherinus	GCA_963978885.1	OZ022263.1	1708	241309138
Nemotelus_pantherinus	GCA_963978885.1	OZ022264.1	1159	269568514
Nemotelus_pantherinus	GCA_963978885.1	OZ022265.1	1040	147079922
Nemotelus_pantherinus	GCA_963978885.1	OZ022266.1	734	99027448
Nemotelus_pantherinus	GCA_963978885.1	OZ022267.1	86	12820168
Nemotelus_pantherinus	GCA_963978885.1	OZ022268.1	0	2130916
Neoascia_interrupta	GCA_947623515.1	OX392462.1	1759	226676804
Neoascia_interrupta	GCA_947623515.1	OX392463.1	1889	219059534
Neoascia_interrupta	GCA_947623515.1	OX392464.1	1233	128085943
Neoascia_interrupta	GCA_947623515.1	OX392465.1	56	22704304
Neoceratitis_asiatica	GCA_030068015.2	CM061524.1	836	105247614
Neoceratitis_asiatica	GCA_030068015.2	CM061525.1	936	98407357
Neoceratitis_asiatica	GCA_030068015.2	CM061526.1	971	93165955
Neoceratitis_asiatica	GCA_030068015.2	CM061527.1	979	86728096
Neoceratitis_asiatica	GCA_030068015.2	CM061528.1	692	77743045
Neoceratitis_asiatica	GCA_030068015.2	CM061529.1	564	70332032
Neoceratitis_asiatica	GCA_030068015.2	CM061530.1	21	29553940
Neoitamus_cyanurus	GCA_947538895.1	OX384540.1	849	64488267
Neoitamus_cyanurus	GCA_947538895.1	OX384541.1	686	51140685
Neoitamus_cyanurus	GCA_947538895.1	OX384542.1	700	47410983
Neoitamus_cyanurus	GCA_947538895.1	OX384543.1	489	42716038
Neoitamus_cyanurus	GCA_947538895.1	OX384544.1	335	33666764
Neoitamus_cyanurus	GCA_947538895.1	OX384545.1	554	32748430
Neoitamus_cyanurus	GCA_947538895.1	OX384546.1	436	32061880
Neoitamus_cyanurus	GCA_947538895.1	OX384547.1	344	28972417
Neoitamus_cyanurus	GCA_947538895.1	OX384548.1	329	20973932
Neoitamus_cyanurus	GCA_947538895.1	OX384549.1	91	11184825
Nephrocerus_scutellatus	GCA_947095585.1	OX352761.1	1214	142240654
Nephrocerus_scutellatus	GCA_947095585.1	OX352762.1	967	129182247
Nephrocerus_scutellatus	GCA_947095585.1	OX352763.1	881	119915786
Nephrocerus_scutellatus	GCA_947095585.1	OX352764.1	810	100345432
Nephrocerus_scutellatus	GCA_947095585.1	OX352765.1	965	94731670
Nephrocerus_scutellatus	GCA_947095585.1	OX352766.1	49	26906114
Nephrotoma_appendiculata	GCA_947310385.1	OX371223.1	1593	384599746
Nephrotoma_appendiculata	GCA_947310385.1	OX371224.1	1512	375927842
Nephrotoma_appendiculata	GCA_947310385.1	OX371225.1	1488	317755181
Nephrotoma_appendiculata	GCA_947310385.1	OX371226.1	46	18647198
Nephrotoma_flavescens	GCA_932526605.1	OW052220.1	1497	334972678
Nephrotoma_flavescens	GCA_932526605.1	OW052221.1	1597	327956322
Nephrotoma_flavescens	GCA_932526605.1	OW052222.1	1483	275271142
Nephrotoma_flavescens	GCA_932526605.1	OW052223.1	46	17607469
Nephrotoma_guestfalica	GCA_963691935.1	OY829913.1	1509	311103460
Nephrotoma_guestfalica	GCA_963691935.1	OY829914.1	1593	307551131
Nephrotoma_guestfalica	GCA_963691935.1	OY829915.1	1492	266951896
Nephrotoma_guestfalica	GCA_963691935.1	OY829916.1	55	22938782
Neria_commutata	GCA_963457695.1	OY735245.1	1242	68306151
Neria_commutata	GCA_963457695.1	OY735246.1	854	59135739
Neria_commutata	GCA_963457695.1	OY735247.1	951	47587461
Neria_commutata	GCA_963457695.1	OY735248.1	966	45646684
Neria_commutata	GCA_963457695.1	OY735249.1	915	44857226
Neria_commutata	GCA_963457695.1	OY735250.1	28	7458787
Neurigona_quadrifasciata	GCA_964251855.1	OZ176193.1	1186	157641084
Neurigona_quadrifasciata	GCA_964251855.1	OZ176194.1	1052	135253407
Neurigona_quadrifasciata	GCA_964251855.1	OZ176195.1	892	99312752
Neurigona_quadrifasciata	GCA_964251855.1	OZ176196.1	780	93761038
Neurigona_quadrifasciata	GCA_964251855.1	OZ176197.1	732	81278459
Neurigona_quadrifasciata	GCA_964251855.1	OZ176198.1	61	13005052
Nowickia_ferox	GCA_936439885.1	OW387023.1	1294	154429712
Nowickia_ferox	GCA_936439885.1	OW387024.1	957	124229443
Nowickia_ferox	GCA_936439885.1	OW387025.1	918	116629194
Nowickia_ferox	GCA_936439885.1	OW387026.1	852	114329836
Nowickia_ferox	GCA_936439885.1	OW387027.1	954	104111281
Nowickia_ferox	GCA_936439885.1	OW387028.1	16	15129411
Obolodiplosis_robiniae	GCA_028476595.1	CM052014.1	1324	61133238
Obolodiplosis_robiniae	GCA_028476595.1	CM052015.1	938	47644116
Obolodiplosis_robiniae	GCA_028476595.1	CM052016.1	1129	43725012
Obolodiplosis_robiniae	GCA_028476595.1	CM052017.1	1083	43147534
Odontomyia_ornata	GCA_963969285.1	OZ017738.1	1148	500415566
Odontomyia_ornata	GCA_963969285.1	OZ017739.1	1012	470534908
Odontomyia_ornata	GCA_963969285.1	OZ017740.1	722	357693088
Odontomyia_ornata	GCA_963969285.1	OZ017741.1	883	314807154
Odontomyia_ornata	GCA_963969285.1	OZ017742.1	826	312189966
Odontomyia_ornata	GCA_963969285.1	OZ017743.1	88	65395230
Odontomyia_ornata	GCA_963969285.1	OZ017744.1	0	3787987
